X;min;mean;max;date
932;59;70;80;2009-07-20
933;57;68;80;2009-07-21
934;55;68;82;2009-07-22
935;53;70;86;2009-07-23
936;57;73;89;2009-07-24
937;59;76;93;2009-07-25
938;57;70;82;2009-07-26
939;57;68;80;2009-07-27
940;53;68;82;2009-07-28
941;55;70;84;2009-07-29
942;64;74;84;2009-07-30
943;64;76;87;2009-07-31
944;59;72;84;2009-08-01
945;57;72;86;2009-08-02
946;57;72;87;2009-08-03
947;53;70;87;2009-08-04
948;57;70;82;2009-08-05
949;60;69;78;2009-08-06
950;59;70;80;2009-08-07
951;57;70;82;2009-08-08
952;57;68;78;2009-08-09
953;57;68;78;2009-08-10
954;57;70;82;2009-08-11
955;60;69;78;2009-08-12
956;53;66;78;2009-08-13
957;57;67;75;2009-08-14
958;53;68;82;2009-08-15
959;59;70;80;2009-08-16
960;57;68;80;2009-08-17
961;59;72;84;2009-08-18
962;60;73;86;2009-08-19
963;62;74;86;2009-08-20
964;57;70;84;2009-08-21
965;57;72;86;2009-08-22
966;59;72;84;2009-08-23
967;64;71;78;2009-08-24
968;55;68;80;2009-08-25
969;53;66;80;2009-08-26
970;53;68;82;2009-08-27
971;55;68;82;2009-08-28
972;59;72;84;2009-08-29
973;60;69;78;2009-08-30
974;57;68;80;2009-08-31
975;55;66;78;2009-09-01
976;53;68;82;2009-09-02
977;53;68;84;2009-09-03
978;53;68;82;2009-09-04
979;55;71;87;2009-09-05
980;57;64;71;2009-09-06
981;55;62;68;2009-09-07
982;50;60;69;2009-09-08
983;53;63;73;2009-09-09
984;53;65;77;2009-09-10
985;53;63;73;2009-09-11
986;55;60;66;2009-09-12
987;55;63;71;2009-09-13
988;51;60;69;2009-09-14
989;51;62;73;2009-09-15
990;53;65;77;2009-09-16
991;55;65;73;2009-09-17
992;51;61;71;2009-09-18
993;55;65;75;2009-09-19
994;55;73;89;2009-09-20
995;50;60;71;2009-09-21
996;48;58;69;2009-09-22
997;46;58;71;2009-09-23
998;46;58;71;2009-09-24
999;57;66;75;2009-09-25
1000;57;63;69;2009-09-26
1001;53;61;69;2009-09-27
1002;46;58;69;2009-09-28
1003;44;58;73;2009-09-29
1004;46;58;71;2009-09-30
1005;46;60;75;2009-10-01
1006;46;56;66;2009-10-02
1007;50;54;57;2009-10-03
1008;48;57;66;2009-10-04
1009;44;56;68;2009-10-05
1010;46;58;69;2009-10-06
1011;46;58;69;2009-10-07
1012;46;60;73;2009-10-08
1013;46;58;71;2009-10-09
1014;46;60;75;2009-10-10
1015;48;60;73;2009-10-11
1016;55;60;64;2009-10-12
1017;39;52;64;2009-10-13
1018;30;42;53;2009-10-14
1019;28;42;55;2009-10-15
1020;39;42;46;2009-10-16
1021;35;47;59;2009-10-17
1022;41;46;50;2009-10-18
1023;41;50;60;2009-10-19
1024;41;50;59;2009-10-20
1025;33;46;60;2009-10-21
1026;39;50;62;2009-10-22
1027;51;55;59;2009-10-23
1028;51;55;59;2009-10-24
1029;55;58;62;2009-10-25
1030;51;58;64;2009-10-26
1031;48;56;64;2009-10-27
1032;46;54;62;2009-10-28
1033;41;49;57;2009-10-29
1034;39;46;53;2009-10-30
1035;35;42;48;2009-10-31
1036;32;41;50;2009-11-01
1037;26;37;48;2009-11-02
1038;33;38;42;2009-11-03
1039;32;42;51;2009-11-04
1040;41;50;59;2009-11-05
1041;50;55;60;2009-11-06
1042;51;54;57;2009-11-07
1043;51;54;57;2009-11-08
1044;46;50;55;2009-11-09
1045;41;46;51;2009-11-10
1046;41;46;51;2009-11-11
1047;35;45;53;2009-11-12
1048;30;42;53;2009-11-13
1049;32;42;51;2009-11-14
1050;32;44;57;2009-11-15
1051;39;49;59;2009-11-16
1052;35;47;59;2009-11-17
1053;33;48;62;2009-11-18
1054;35;46;57;2009-11-19
1055;32;44;55;2009-11-20
1056;30;42;53;2009-11-21
1057;32;44;55;2009-11-22
1058;32;44;57;2009-11-23
1059;30;42;53;2009-11-24
1060;33;44;55;2009-11-25
1061;32;42;53;2009-11-26
1062;30;42;53;2009-11-27
1063;39;47;55;2009-11-28
1064;33;44;55;2009-11-29
1065;32;44;55;2009-11-30
1066;41;50;59;2009-12-01
1067;42;50;57;2009-12-02
1068;44;48;53;2009-12-03
1069;37;44;51;2009-12-04
1070;39;44;50;2009-12-05
1071;32;40;48;2009-12-06
1072;32;41;50;2009-12-07
1073;35;43;51;2009-12-08
1074;37;42;48;2009-12-09
1075;37;40;42;2009-12-10
1076;33;40;46;2009-12-11
1077;32;34;37;2009-12-12
1078;32;34;37;2009-12-13
1079;33;37;41;2009-12-14
1080;37;42;46;2009-12-15
1081;39;44;48;2009-12-16
1082;39;42;46;2009-12-17
1083;28;34;41;2009-12-18
1084;24;28;32;2009-12-19
1085;32;36;41;2009-12-20
1086;26;32;37;2009-12-21
1087;24;30;35;2009-12-22
1088;33;44;55;2009-12-23
1089;35;48;60;2009-12-24
1090;48;52;57;2009-12-25
1091;46;52;59;2009-12-26
1092;46;52;57;2009-12-27
1093;35;42;50;2009-12-28
1094;35;40;44;2009-12-29
1095;35;40;46;2009-12-30
1096;44;52;60;2009-12-31
1097;42;48;55;2010-01-01
1098;41;44;46;2010-01-02
1099;30;36;41;2010-01-03
1100;23;28;33;2010-01-04
1101;30;32;39;2010-01-05
1102;44;48;53;2010-01-06
1103;37;45;53;2010-01-07
1104;37;44;51;2010-01-08
1105;37;46;55;2010-01-09
1106;35;42;46;2010-01-10
1107;33;38;42;2010-01-11
1108;35;38;41;2010-01-12
1109;32;38;44;2010-01-13
1110;33;37;41;2010-01-14
1111;35;38;42;2010-01-15
1112;35;37;39;2010-01-16
1113;35;38;41;2010-01-17
1114;32;37;42;2010-01-18
1115;28;32;37;2010-01-19
1116;24;30;37;2010-01-20
1117;28;35;42;2010-01-21
1118;26;30;35;2010-01-22
1119;19;24;28;2010-01-23
1120;15;24;32;2010-01-24
1121;21;26;32;2010-01-25
1122;28;30;33;2010-01-26
1123;30;34;35;2010-01-27
1124;26;30;35;2010-01-28
1125;32;34;37;2010-01-29
1126;32;37;42;2010-01-30
1127;37;40;42;2010-01-31
1128;30;36;41;2010-02-01
1129;19;26;32;2010-02-02
1130;14;24;35;2010-02-03
1131;23;34;44;2010-02-04
1132;24;33;42;2010-02-05
1133;32;34;37;2010-02-06
1134;33;37;41;2010-02-07
1135;28;34;39;2010-02-08
1136;21;29;37;2010-02-09
1137;33;36;39;2010-02-10
1138;33;40;46;2010-02-11
1139;32;38;44;2010-02-12
1140;33;37;41;2010-02-13
1141;32;36;39;2010-02-14
1142;32;37;42;2010-02-15
1143;32;39;46;2010-02-16
1144;37;40;44;2010-02-17
1145;41;48;55;2010-02-18
1146;33;44;55;2010-02-19
1147;41;48;55;2010-02-20
1148;33;38;44;2010-02-21
1149;30;36;42;2010-02-22
1150;37;42;46;2010-02-23
1151;41;44;46;2010-02-24
1152;37;44;51;2010-02-25
1153;32;40;48;2010-02-26
1154;37;44;50;2010-02-27
1155;32;38;44;2010-02-28
1156;32;44;57;2010-03-01
1157;41;46;51;2010-03-02
1158;35;44;53;2010-03-03
1159;41;44;46;2010-03-04
1160;35;40;46;2010-03-05
1161;24;30;35;2010-03-06
1162;24;32;41;2010-03-07
1163;28;30;32;2010-03-08
1164;28;34;41;2010-03-09
1165;32;37;41;2010-03-10
1166;32;38;44;2010-03-11
1167;35;40;46;2010-03-12
1168;30;38;46;2010-03-13
1169;33;38;44;2010-03-14
1170;26;37;48;2010-03-15
1171;26;37;48;2010-03-16
1172;28;39;50;2010-03-17
1173;28;40;53;2010-03-18
1174;28;40;53;2010-03-19
1175;28;42;57;2010-03-20
1176;32;44;57;2010-03-21
1177;35;47;59;2010-03-22
1178;48;50;53;2010-03-23
1179;46;50;55;2010-03-24
1180;46;54;62;2010-03-25
1181;41;50;60;2010-03-26
1182;39;52;64;2010-03-27
1183;41;48;55;2010-03-28
1184;32;44;57;2010-03-29
1185;33;48;62;2010-03-30
1186;46;52;59;2010-03-31
1187;41;52;60;2010-04-01
1188;37;48;60;2010-04-02
1189;33;46;59;2010-04-03
1190;35;52;68;2010-04-04
1191;41;49;57;2010-04-05
1192;41;47;53;2010-04-06
1193;33;45;57;2010-04-07
1194;41;50;60;2010-04-08
1195;37;50;64;2010-04-09
1196;41;50;60;2010-04-10
1197;42;48;55;2010-04-11
1198;41;49;57;2010-04-12
1199;44;47;50;2010-04-13
1200;44;50;55;2010-04-14
1201;46;50;55;2010-04-15
1202;46;53;60;2010-04-16
1203;50;55;60;2010-04-17
1204;51;58;64;2010-04-18
1205;50;52;53;2010-04-19
1206;44;50;55;2010-04-20
1207;37;50;62;2010-04-21
1208;35;50;66;2010-04-22
1209;41;52;62;2010-04-23
1210;46;53;60;2010-04-24
1211;51;58;66;2010-04-25
1212;50;57;64;2010-04-26
1213;46;54;62;2010-04-27
1214;39;52;64;2010-04-28
1215;48;57;66;2010-04-29
1216;39;54;68;2010-04-30
1217;41;56;71;2010-05-01
1218;41;56;71;2010-05-02
1219;46;60;73;2010-05-03
1220;44;58;71;2010-05-04
1221;51;61;71;2010-05-05
1222;53;63;73;2010-05-06
1223;46;55;64;2010-05-07
1224;42;51;60;2010-05-08
1225;42;54;66;2010-05-09
1226;39;54;69;2010-05-10
1227;46;60;75;2010-05-11
1228;51;64;77;2010-05-12
1229;50;60;71;2010-05-13
1230;44;58;73;2010-05-14
1231;53;58;64;2010-05-15
1232;48;52;55;2010-05-16
1233;46;50;55;2010-05-17
1234;42;50;57;2010-05-18
1235;41;50;60;2010-05-19
1236;46;52;57;2010-05-20
1237;46;50;55;2010-05-21
1238;46;55;64;2010-05-22
1239;46;55;64;2010-05-23
1240;48;58;68;2010-05-24
1241;42;56;69;2010-05-25
1242;48;62;75;2010-05-26
1243;46;62;78;2010-05-27
1244;51;58;62;2010-05-28
1245;48;62;77;2010-05-29
1246;50;60;71;2010-05-30
1247;55;63;71;2010-05-31
1248;46;56;64;2010-06-01
1249;41;55;69;2010-06-02
1250;46;58;69;2010-06-03
1251;50;59;68;2010-06-04
1252;53;61;69;2010-06-05
1253;53;63;73;2010-06-06
1254;50;62;75;2010-06-07
1255;51;64;77;2010-06-08
1256;51;64;77;2010-06-09
1257;53;66;78;2010-06-10
1258;55;68;80;2010-06-11
1259;59;72;86;2010-06-12
1260;60;72;84;2010-06-13
1261;60;73;86;2010-06-14
1262;59;72;84;2010-06-15
1263;62;74;87;2010-06-16
1264;59;72;84;2010-06-17
1265;55;71;87;2010-06-18
1266;57;66;75;2010-06-19
1267;55;62;69;2010-06-20
1268;51;58;66;2010-06-21
1269;51;56;62;2010-06-22
1270;48;57;66;2010-06-23
1271;48;60;71;2010-06-24
1272;46;57;68;2010-06-25
1273;46;58;71;2010-06-26
1274;46;58;71;2010-06-27
1275;57;65;73;2010-06-28
1276;53;64;75;2010-06-29
1277;53;64;75;2010-06-30
1278;53;66;78;2010-07-01
1279;59;67;75;2010-07-02
1280;57;66;75;2010-07-03
1281;57;66;75;2010-07-04
1282;55;66;78;2010-07-05
1283;53;66;80;2010-07-06
1284;59;68;78;2010-07-07
1285;51;60;69;2010-07-08
1286;50;62;75;2010-07-09
1287;53;66;78;2010-07-10
1288;59;68;78;2010-07-11
1289;55;66;78;2010-07-12
1290;57;70;82;2010-07-13
1291;59;72;84;2010-07-14
1292;59;72;84;2010-07-15
1293;62;74;87;2010-07-16
1294;60;71;80;2010-07-17
1295;59;70;82;2010-07-18
1296;60;71;82;2010-07-19
1297;60;71;82;2010-07-20
1298;59;72;84;2010-07-21
1299;57;70;82;2010-07-22
1300;59;72;84;2010-07-23
1301;60;74;87;2010-07-24
1302;57;67;77;2010-07-25
1303;55;62;69;2010-07-26
1304;51;62;71;2010-07-27
1305;46;60;73;2010-07-28
1306;50;64;78;2010-07-29
1307;51;66;82;2010-07-30
1308;55;68;82;2010-07-31
1309;53;66;78;2010-08-01
1310;59;70;80;2010-08-02
1311;59;72;84;2010-08-03
1312;59;70;82;2010-08-04
1313;55;68;82;2010-08-05
1314;60;71;82;2010-08-06
1315;53;66;80;2010-08-07
1316;53;66;78;2010-08-08
1317;60;70;80;2010-08-09
1318;60;71;82;2010-08-10
1319;62;74;87;2010-08-11
1320;60;74;87;2010-08-12
1321;59;74;89;2010-08-13
1322;60;76;91;2010-08-14
1323;59;73;87;2010-08-15
1324;57;74;91;2010-08-16
1325;57;70;84;2010-08-17
1326;51;68;84;2010-08-18
1327;53;70;86;2010-08-19
1328;59;73;87;2010-08-20
1329;62;74;86;2010-08-21
1330;60;72;84;2010-08-22
1331;55;68;80;2010-08-23
1332;53;70;86;2010-08-24
1333;55;71;87;2010-08-25
1334;59;72;86;2010-08-26
1335;59;73;87;2010-08-27
1336;57;72;87;2010-08-28
1337;57;68;80;2010-08-29
1338;57;68;78;2010-08-30
1339;50;60;71;2010-08-31
1340;44;56;69;2010-09-01
1341;41;56;71;2010-09-02
1342;42;56;69;2010-09-03
1343;55;60;64;2010-09-04
1344;50;62;75;2010-09-05
1345;50;62;75;2010-09-06
1346;48;62;77;2010-09-07
1347;50;65;80;2010-09-08
1348;51;64;77;2010-09-09
1349;55;66;77;2010-09-10
1350;57;60;62;2010-09-11
1351;55;62;68;2010-09-12
1352;48;58;69;2010-09-13
1353;57;64;71;2010-09-14
1354;50;60;71;2010-09-15
1355;50;62;75;2010-09-16
1356;46;62;77;2010-09-17
1357;46;62;77;2010-09-18
1358;48;63;78;2010-09-19
1359;55;63;71;2010-09-20
1360;51;60;69;2010-09-21
1361;53;63;73;2010-09-22
1362;50;60;71;2010-09-23
1363;46;57;68;2010-09-24
1364;55;58;60;2010-09-25
1365;59;64;68;2010-09-26
1366;51;60;68;2010-09-27
1367;53;61;69;2010-09-28
1368;50;58;66;2010-09-29
1369;42;52;62;2010-09-30
1370;41;52;64;2010-10-01
1371;42;53;64;2010-10-02
1372;44;55;66;2010-10-03
1373;46;55;64;2010-10-04
1374;46;55;64;2010-10-05
1375;53;58;64;2010-10-06
1376;51;55;59;2010-10-07
1377;37;46;55;2010-10-08
1378;32;44;55;2010-10-09
1379;32;46;59;2010-10-10
1380;41;46;51;2010-10-11
1381;48;52;57;2010-10-12
1382;51;58;64;2010-10-13
1383;51;58;64;2010-10-14
1384;50;55;60;2010-10-15
1385;48;56;62;2010-10-16
1386;48;57;66;2010-10-17
1387;51;56;62;2010-10-18
1388;51;56;60;2010-10-19
1389;50;54;59;2010-10-20
1390;46;53;60;2010-10-21
1391;42;50;59;2010-10-22
1392;44;53;62;2010-10-23
1393;42;52;62;2010-10-24
1394;41;47;53;2010-10-25
1395;48;55;62;2010-10-26
1396;39;46;53;2010-10-27
1397;37;42;46;2010-10-28
1398;33;40;48;2010-10-29
1399;32;42;51;2010-10-30
1400;32;46;59;2010-10-31
1401;33;46;59;2010-11-01
1402;33;45;57;2010-11-02
1403;41;48;55;2010-11-03
1404;41;51;60;2010-11-04
1405;39;52;64;2010-11-05
1406;35;46;57;2010-11-06
1407;33;46;60;2010-11-07
1408;50;54;59;2010-11-08
1409;50;54;59;2010-11-09
1410;57;60;62;2010-11-10
1411;48;55;62;2010-11-11
1412;37;49;59;2010-11-12
1413;35;46;57;2010-11-13
1414;37;48;59;2010-11-14
1415;37;47;57;2010-11-15
1416;37;47;57;2010-11-16
1417;39;47;55;2010-11-17
1418;37;46;55;2010-11-18
1419;39;45;51;2010-11-19
1420;37;46;55;2010-11-20
1421;37;48;59;2010-11-21
1422;42;51;60;2010-11-22
1423;41;44;46;2010-11-23
1424;39;44;50;2010-11-24
1425;35;42;48;2010-11-25
1426;39;45;51;2010-11-26
1427;41;47;53;2010-11-27
1428;35;47;59;2010-11-28
1429;51;54;57;2010-11-29
1430;48;52;57;2010-11-30
1431;55;58;60;2010-12-01
1432;42;51;60;2010-12-02
1433;41;50;60;2010-12-03
1434;33;43;53;2010-12-04
1435;32;39;46;2010-12-05
1436;32;41;50;2010-12-06
1437;35;47;59;2010-12-07
1438;35;45;55;2010-12-08
1439;46;52;59;2010-12-09
1440;24;32;41;2010-12-10
1441;21;26;30;2010-12-11
1442;21;31;41;2010-12-12
1443;28;30;33;2010-12-13
1444;17;24;32;2010-12-14
1445;14;20;26;2010-12-15
1446;14;20;26;2010-12-16
1447;8;20;32;2010-12-17
1448;19;30;42;2010-12-18
1449;35;40;46;2010-12-19
1450;32;41;50;2010-12-20
1451;37;45;53;2010-12-21
1452;32;40;48;2010-12-22
1453;35;44;53;2010-12-23
1454;37;46;55;2010-12-24
1455;39;45;51;2010-12-25
1456;37;42;46;2010-12-26
1457;32;36;41;2010-12-27
1458;26;30;35;2010-12-28
1459;26;35;44;2010-12-29
1460;23;32;41;2010-12-30
1461;23;32;41;2010-12-31
1462;24;33;42;2011-01-01
1463;32;39;46;2011-01-02
1464;30;34;37;2011-01-03
1465;26;29;32;2011-01-04
1466;28;32;37;2011-01-05
1467;28;34;39;2011-01-06
1468;28;38;46;2011-01-07
1469;26;36;46;2011-01-08
1470;28;38;48;2011-01-09
1471;28;35;42;2011-01-10
1472;32;36;39;2011-01-11
1473;33;40;46;2011-01-12
1474;32;42;51;2011-01-13
1475;30;38;46;2011-01-14
1476;30;40;50;2011-01-15
1477;32;42;51;2011-01-16
1478;28;38;46;2011-01-17
1479;26;36;46;2011-01-18
1480;26;36;46;2011-01-19
1481;28;37;46;2011-01-20
1482;35;40;44;2011-01-21
1483;28;32;37;2011-01-22
1484;28;32;37;2011-01-23
1485;26;30;35;2011-01-24
1486;12;21;30;2011-01-25
1487;10;22;33;2011-01-26
1488;14;26;39;2011-01-27
1489;32;34;37;2011-01-28
1490;32;34;37;2011-01-29
1491;32;36;39;2011-01-30
1492;26;32;39;2011-01-31
1493;23;31;39;2011-02-01
1494;23;32;41;2011-02-02
1495;26;35;44;2011-02-03
1496;26;35;44;2011-02-04
1497;23;34;44;2011-02-05
1498;24;37;50;2011-02-06
1499;26;40;53;2011-02-07
1500;24;36;48;2011-02-08
1501;26;40;55;2011-02-09
1502;28;40;51;2011-02-10
1503;23;37;51;2011-02-11
1504;28;39;50;2011-02-12
1505;26;37;48;2011-02-13
1506;35;42;48;2011-02-14
1507;32;40;48;2011-02-15
1508;32;39;46;2011-02-16
1509;35;44;53;2011-02-17
1510;37;44;50;2011-02-18
1511;39;44;50;2011-02-19
1512;35;40;46;2011-02-20
1513;33;37;41;2011-02-21
1514;35;40;44;2011-02-22
1515;32;36;39;2011-02-23
1516;32;34;35;2011-02-24
1517;30;36;41;2011-02-25
1518;32;36;39;2011-02-26
1519;28;34;41;2011-02-27
1520;32;37;42;2011-02-28
1521;37;42;46;2011-03-01
1522;35;38;41;2011-03-02
1523;35;40;46;2011-03-03
1524;35;40;44;2011-03-04
1525;37;39;41;2011-03-05
1526;33;38;42;2011-03-06
1527;26;30;35;2011-03-07
1528;23;28;33;2011-03-08
1529;15;27;39;2011-03-09
1530;17;32;46;2011-03-10
1531;23;37;51;2011-03-11
1532;26;40;53;2011-03-12
1533;28;42;55;2011-03-13
1534;35;46;57;2011-03-14
1535;35;46;57;2011-03-15
1536;32;48;64;2011-03-16
1537;41;50;59;2011-03-17
1538;37;46;55;2011-03-18
1539;41;46;50;2011-03-19
1540;39;42;46;2011-03-20
1541;39;42;44;2011-03-21
1542;37;42;48;2011-03-22
1543;28;40;53;2011-03-23
1544;35;45;55;2011-03-24
1545;32;46;60;2011-03-25
1546;32;44;57;2011-03-26
1547;33;44;55;2011-03-27
1548;33;45;57;2011-03-28
1549;41;46;50;2011-03-29
1550;39;49;59;2011-03-30
1551;42;51;60;2011-03-31
1552;46;54;62;2011-04-01
1553;39;50;62;2011-04-02
1554;39;50;60;2011-04-03
1555;33;46;59;2011-04-04
1556;37;46;55;2011-04-05
1557;42;48;55;2011-04-06
1558;39;52;66;2011-04-07
1559;37;53;69;2011-04-08
1560;39;55;71;2011-04-09
1561;42;53;64;2011-04-10
1562;32;46;59;2011-04-11
1563;32;48;64;2011-04-12
1564;35;47;59;2011-04-13
1565;32;41;50;2011-04-14
1566;32;42;53;2011-04-15
1567;42;44;46;2011-04-16
1568;42;46;51;2011-04-17
1569;42;46;51;2011-04-18
1570;39;48;57;2011-04-19
1571;32;46;60;2011-04-20
1572;33;50;66;2011-04-21
1573;35;50;66;2011-04-22
1574;37;52;66;2011-04-23
1575;39;52;66;2011-04-24
1576;42;56;69;2011-04-25
1577;46;50;55;2011-04-26
1578;44;48;51;2011-04-27
1579;44;52;60;2011-04-28
1580;41;50;59;2011-04-29
1581;37;48;59;2011-04-30
1582;48;54;60;2011-05-01
1583;51;56;62;2011-05-02
1584;50;54;57;2011-05-03
1585;50;56;62;2011-05-04
1586;46;50;53;2011-05-05
1587;37;48;60;2011-05-06
1588;33;50;66;2011-05-07
1589;35;50;66;2011-05-08
1590;42;46;50;2011-05-09
1591;44;54;62;2011-05-10
1592;39;52;66;2011-05-11
1593;39;52;64;2011-05-12
1594;37;52;68;2011-05-13
1595;41;55;69;2011-05-14
1596;41;57;73;2011-05-15
1597;48;57;66;2011-05-16
1598;46;54;62;2011-05-17
1599;46;55;64;2011-05-18
1600;46;55;64;2011-05-19
1601;42;56;69;2011-05-20
1602;44;58;71;2011-05-21
1603;48;60;71;2011-05-22
1604;51;63;75;2011-05-23
1605;50;62;73;2011-05-24
1606;48;60;71;2011-05-25
1607;55;64;73;2011-05-26
1608;55;64;73;2011-05-27
1609;46;60;73;2011-05-28
1610;48;57;66;2011-05-29
1611;51;63;75;2011-05-30
1612;51;60;69;2011-05-31
1613;48;60;73;2011-06-01
1614;51;63;75;2011-06-02
1615;55;65;75;2011-06-03
1616;55;64;73;2011-06-04
1617;51;63;75;2011-06-05
1618;55;65;75;2011-06-06
1619;53;65;77;2011-06-07
1620;55;68;80;2011-06-08
1621;57;66;75;2011-06-09
1622;50;67;84;2011-06-10
1623;55;63;71;2011-06-11
1624;53;61;69;2011-06-12
1625;50;60;71;2011-06-13
1626;50;62;73;2011-06-14
1627;51;61;71;2011-06-15
1628;50;60;71;2011-06-16
1629;50;64;78;2011-06-17
1630;51;64;78;2011-06-18
1631;50;64;78;2011-06-19
1632;51;64;78;2011-06-20
1633;55;66;77;2011-06-21
1634;51;64;78;2011-06-22
1635;51;66;80;2011-06-23
1636;55;68;82;2011-06-24
1637;55;66;78;2011-06-25
1638;50;60;69;2011-06-26
1639;42;56;71;2011-06-27
1640;44;58;71;2011-06-28
1641;57;64;71;2011-06-29
1642;51;64;78;2011-06-30
1643;55;63;71;2011-07-01
1644;55;66;78;2011-07-02
1645;50;62;71;2011-07-03
1646;42;58;75;2011-07-04
1647;48;60;71;2011-07-05
1648;57;67;75;2011-07-06
1649;51;66;80;2011-07-07
1650;53;68;82;2011-07-08
1651;55;71;87;2011-07-09
1652;55;71;87;2011-07-10
1653;55;70;86;2011-07-11
1654;59;73;87;2011-07-12
1655;60;72;84;2011-07-13
1656;59;73;87;2011-07-14
1657;60;74;89;2011-07-15
1658;59;74;89;2011-07-16
1659;51;68;84;2011-07-17
1660;53;68;84;2011-07-18
1661;57;72;87;2011-07-19
1662;55;68;82;2011-07-20
1663;53;66;77;2011-07-21
1664;46;62;78;2011-07-22
1665;46;62;78;2011-07-23
1666;53;66;80;2011-07-24
1667;50;64;78;2011-07-25
1668;48;62;75;2011-07-26
1669;48;63;78;2011-07-27
1670;51;68;84;2011-07-28
1671;59;70;80;2011-07-29
1672;51;64;77;2011-07-30
1673;53;66;78;2011-07-31
1674;55;67;77;2011-08-01
1675;51;62;73;2011-08-02
1676;55;68;80;2011-08-03
1677;53;68;82;2011-08-04
1678;57;68;78;2011-08-05
1679;53;68;82;2011-08-06
1680;53;68;84;2011-08-07
1681;55;70;86;2011-08-08
1682;53;70;87;2011-08-09
1683;55;66;77;2011-08-10
1684;53;64;75;2011-08-11
1685;48;62;77;2011-08-12
1686;50;65;80;2011-08-13
1687;53;68;82;2011-08-14
1688;57;70;84;2011-08-15
1689;59;70;80;2011-08-16
1690;57;72;87;2011-08-17
1691;59;72;84;2011-08-18
1692;60;72;84;2011-08-19
1693;57;74;91;2011-08-20
1694;62;74;87;2011-08-21
1695;57;72;86;2011-08-22
1696;53;68;84;2011-08-23
1697;57;72;87;2011-08-24
1698;57;73;89;2011-08-25
1699;59;75;91;2011-08-26
1700;57;70;82;2011-08-27
1701;57;72;87;2011-08-28
1702;55;68;80;2011-08-29
1703;50;66;82;2011-08-30
1704;53;68;82;2011-08-31
1705;51;66;82;2011-09-01
1706;51;66;82;2011-09-02
1707;53;68;82;2011-09-03
1708;55;68;80;2011-09-04
1709;55;68;82;2011-09-05
1710;59;70;80;2011-09-06
1711;60;70;80;2011-09-07
1712;53;68;84;2011-09-08
1713;48;64;80;2011-09-09
1714;59;70;82;2011-09-10
1715;55;68;82;2011-09-11
1716;53;68;82;2011-09-12
1717;53;68;82;2011-09-13
1718;53;68;82;2011-09-14
1719;53;68;84;2011-09-15
1720;55;70;84;2011-09-16
1721;55;70;86;2011-09-17
1722;53;68;84;2011-09-18
1723;51;64;78;2011-09-19
1724;53;60;68;2011-09-20
1725;53;58;64;2011-09-21
1726;55;64;73;2011-09-22
1727;50;60;71;2011-09-23
1728;50;62;73;2011-09-24
1729;55;66;77;2011-09-25
1730;53;62;71;2011-09-26
1731;51;63;75;2011-09-27
1732;48;60;73;2011-09-28
1733;44;60;75;2011-09-29
1734;48;60;73;2011-09-30
1735;50;60;69;2011-10-01
1736;46;60;73;2011-10-02
1737;48;58;69;2011-10-03
1738;44;56;69;2011-10-04
1739;42;56;69;2011-10-05
1740;44;56;69;2011-10-06
1741;41;55;69;2011-10-07
1742;46;55;62;2011-10-08
1743;41;44;48;2011-10-09
1744;42;48;53;2011-10-10
1745;41;52;62;2011-10-11
1746;44;54;64;2011-10-12
1747;42;56;69;2011-10-13
1748;41;46;51;2011-10-14
1749;41;44;46;2011-10-15
1750;32;40;48;2011-10-16
1751;28;38;48;2011-10-17
1752;23;37;51;2011-10-18
1753;24;40;57;2011-10-19
1754;28;44;60;2011-10-20
1755;32;46;60;2011-10-21
1756;44;53;62;2011-10-22
1757;42;48;53;2011-10-23
1758;46;50;55;2011-10-24
1759;44;52;60;2011-10-25
1760;50;54;59;2011-10-26
1761;37;48;57;2011-10-27
1762;35;44;53;2011-10-28
1763;32;44;55;2011-10-29
1764;32;42;53;2011-10-30
1765;30;42;55;2011-10-31
1766;30;42;55;2011-11-01
1767;30;42;55;2011-11-02
1768;30;44;57;2011-11-03
1769;30;42;55;2011-11-04
1770;30;42;55;2011-11-05
1771;32;42;53;2011-11-06
1772;44;48;51;2011-11-07
1773;46;50;55;2011-11-08
1774;39;46;53;2011-11-09
1775;42;48;55;2011-11-10
1776;42;46;50;2011-11-11
1777;33;40;46;2011-11-12
1778;30;37;44;2011-11-13
1779;30;38;46;2011-11-14
1780;26;36;46;2011-11-15
1781;24;35;46;2011-11-16
1782;26;36;46;2011-11-17
1783;23;34;46;2011-11-18
1784;23;34;46;2011-11-19
1785;23;36;50;2011-11-20
1786;24;35;46;2011-11-21
1787;26;35;44;2011-11-22
1788;35;42;50;2011-11-23
1789;42;46;50;2011-11-24
1790;41;44;46;2011-11-25
1791;28;39;48;2011-11-26
1792;26;36;46;2011-11-27
1793;24;37;50;2011-11-28
1794;28;40;51;2011-11-29
1795;26;37;48;2011-11-30
1796;24;36;48;2011-12-01
1797;26;38;51;2011-12-02
1798;24;35;46;2011-12-03
1799;30;40;50;2011-12-04
1800;48;50;53;2011-12-05
1801;42;48;51;2011-12-06
1802;28;38;48;2011-12-07
1803;26;38;50;2011-12-08
1804;21;32;42;2011-12-09
1805;26;36;46;2011-12-10
1806;35;44;53;2011-12-11
1807;37;47;57;2011-12-12
1808;35;43;51;2011-12-13
1809;32;41;50;2011-12-14
